race,horseNumber,odds,type
10,1,7.5,WIN
10,2,2.2,WIN
10,3,63.0,WIN
10,4,24.0,WIN
10,5,157.0,WIN
10,6,186.0,WIN
10,7,16.0,WIN
10,8,50.0,WIN
10,9,111.0,WIN
10,10,14.0,WIN
10,11,2.8,WIN
10,12,34.0,WIN
10,13,44.0,WIN
